name,nationality,date,style,new_filename,title
Amedeo Modigliani,Italian,1912,Expressionism,4925.jpg,Portrait of Paul Alexander
Amedeo Modigliani,Italian,1919,Expressionism,4741.jpg,Frans Hellens
Amedeo Modigliani,Italian,1919,Expressionism,33548.jpg,Landscape
Amedeo Modigliani,Italian,1919,Expressionism,35955.jpg,Portrait of Mario Varvogli
Amedeo Modigliani,Italian,1907,Expressionism,70208.jpg,Nude with Hat
Amedeo Modigliani,Italian,1919,Expressionism,963.jpg,Roger Dutilleul
Amedeo Modigliani,Italian,1917,Expressionism,14354.jpg,Portrait of Anna Zborowska
Amedeo Modigliani,Italian,1919,Expressionism,53457.jpg,Pink Blouse
Amedeo Modigliani,Italian,1918,Expressionism,94886.jpg,Portrait of Jeanne Hebuterne
Amedeo Modigliani,Italian,1918,Expressionism,87516.jpg,Little Girl in Black Apron
Amedeo Modigliani,Italian,1916,Expressionism,73827.jpg,The Beautiful Confectioner
Amedeo Modigliani,Italian,1915,Expressionism,100250.jpg,Pierrot (Self Portrait as Pierrot)
Amedeo Modigliani,Italian,0,Expressionism,28569.jpg,Count Weilhorski
Amedeo Modigliani,Italian,1917,Expressionism,11632.jpg,Recumbent nude
Amedeo Modigliani,Italian,1916,Expressionism,27705.jpg,A Blond Wearing Earrings
Amedeo Modigliani,Italian,1919,Expressionism,5573.jpg,Young Man with Cap
Amedeo Modigliani,Italian,1916,Expressionism,75287.jpg,Portrait of Beatrice Hastings
Amedeo Modigliani,Italian,1917,Expressionism,11985.jpg,Minoutcha
Amedeo Modigliani,Italian,1916,Expressionism,50433.jpg,Manuel Humberg Esteve
Amedeo Modigliani,Italian,0,Expressionism,63300.jpg,Bust of a Young Woman
Amedeo Modigliani,Italian,1914,Expressionism,38283.jpg,Beatrice Hastings
Amedeo Modigliani,Italian,1915,Expressionism,100404.jpg,Raimondo
Amedeo Modigliani,Italian,1915,Expressionism,36594.jpg,Young Woman in a Small Ruff
Amedeo Modigliani,Italian,1916,Expressionism,83954.jpg,Young Girl Wearing a Rose
Amedeo Modigliani,Italian,1909,Expressionism,4047.jpg,Seated nude
Amedeo Modigliani,Italian,1916,Expressionism,46320.jpg,Madame Dorival
Amedeo Modigliani,Italian,1918,Expressionism,93020.jpg,Seated Young Woman
Amedeo Modigliani,Italian,1919,Expressionism,79842.jpg,Portrait of Jeanne Hebuterne
Amedeo Modigliani,Italian,1916,Expressionism,50585.jpg,Portrait of the Photographer Dilewski
Amedeo Modigliani,Italian,1915,Expressionism,18680.jpg,Portrait of Moise Kisling
Amedeo Modigliani,Italian,1919,Expressionism,99373.jpg,Reclining nude with head resting on right arm
Amedeo Modigliani,Italian,1917,Expressionism,78145.jpg,Venus (Standing nude)
Amedeo Modigliani,Italian,1918,Expressionism,29358.jpg,Leopold Zborowski
Amedeo Modigliani,Italian,1919,Expressionism,85806.jpg,Jeanne Hebuterne in a Yellow Jumper
Amedeo Modigliani,Italian,1908,Expressionism,58959.jpg,Seated nude
Amedeo Modigliani,Italian,1913,Expressionism,12500.jpg,Caryatid
Amedeo Modigliani,Italian,1917,Expressionism,89556.jpg,Elena Picard
Amedeo Modigliani,Italian,1919,Expressionism,36122.jpg,Red-haired young man
Amedeo Modigliani,Italian,1916,Expressionism,9650.jpg,Portrait of Moise Kisling
Amedeo Modigliani,Italian,1919,Expressionism,36425.jpg,Little Serving Woman
Amedeo Modigliani,Italian,1913,Expressionism,35183.jpg,Standing nude with Garden Background
Amedeo Modigliani,Italian,1918,Expressionism,14727.jpg,Portrait of Jeanne Hebuterne in a large hat
Amedeo Modigliani,Italian,1915,Expressionism,33748.jpg,"Madame Othon Friesz, La Marseillaise"
Amedeo Modigliani,Italian,1915,Expressionism,7659.jpg,Woman's Head
Amedeo Modigliani,Italian,1913,Expressionism,66310.jpg,Big Red Buste (Leopold II)
Amedeo Modigliani,Italian,1917,Expressionism,11224.jpg,Woman with a Black Tie
Amedeo Modigliani,Italian,1909,Expressionism,16266.jpg,The Cellist
Amedeo Modigliani,Italian,1915,Expressionism,51280.jpg,Andre Rouveyre
Amedeo Modigliani,Italian,1915,Expressionism,91847.jpg,"Beatrice Hastings, Seated"
Amedeo Modigliani,Italian,1915,Expressionism,99999.jpg,Rosa Porprina
Amedeo Modigliani,Italian,1915,Expressionism,32570.jpg,Portrait of a Woman
Amedeo Modigliani,Italian,1916,Expressionism,57087.jpg,Lolotte (Head of a Woman in a Hat)
Amedeo Modigliani,Italian,1915,Expressionism,61534.jpg,Teresa
Amedeo Modigliani,Italian,1914,Expressionism,45589.jpg,Beatrice Hastings Leaning on Her Elbow
Amedeo Modigliani,Italian,1918,Expressionism,13032.jpg,The Caretaker's Son
Amedeo Modigliani,Italian,1918,Expressionism,53939.jpg,Portrait of Jeanne Hebuterne in a Blue Chair
Amedeo Modigliani,Italian,1918,Expressionism,95493.jpg,Redheaded woman wearing a pendant
Amedeo Modigliani,Italian,1918,Expressionism,31029.jpg,The Little Peasant
Amedeo Modigliani,Italian,1918,Expressionism,24260.jpg,The Man with the Monocle
Amedeo Modigliani,Italian,1915,Expressionism,50740.jpg,Serving Woman (also known as La Fantesca)
Amedeo Modigliani,Italian,1918,Expressionism,61273.jpg,Young Woman in a Yellow Dress (Madame Modot)
Amedeo Modigliani,Italian,1918,Expressionism,6236.jpg,A Young Girl with a Black Overall
Amedeo Modigliani,Italian,0,Expressionism,42430.jpg,Bust of Manuel Humbert
Amedeo Modigliani,Italian,1917,Expressionism,38720.jpg,Chakoska
Amedeo Modigliani,Italian,1918,Expressionism,81181.jpg,Portrait of Morgan Russell
Amedeo Modigliani,Italian,1919,Expressionism,79398.jpg,Girl in Blue
Amedeo Modigliani,Italian,1915,Expressionism,95225.jpg,Portrait of a Woman
Amedeo Modigliani,Italian,0,Expressionism,1398.jpg,Bust of a Young Woman (Mademoiselle Marthe)
Amedeo Modigliani,Italian,1916,Expressionism,29691.jpg,Almaisa
Amedeo Modigliani,Italian,1917,Expressionism,49807.jpg,Jeanne Hebuterne in Red Shawl
Amedeo Modigliani,Italian,1916,Expressionism,26504.jpg,Anna (Hanka) Zabrowska
Amedeo Modigliani,Italian,1918,Expressionism,98720.jpg,Man with a Pipe (The Notary of Nice)
Amedeo Modigliani,Italian,1918,Expressionism,37006.jpg,Jeanne Hebuterne
Amedeo Modigliani,Italian,1918,Expressionism,40222.jpg,Head of a Girl
Amedeo Modigliani,Italian,1918,Expressionism,49402.jpg,Man with a Glass of Wine
Amedeo Modigliani,Italian,1916,Expressionism,37439.jpg,Margarita seated
Amedeo Modigliani,Italian,1918,Expressionism,80828.jpg,Woman with a Green Necklace (Madame Menier)
Amedeo Modigliani,Italian,1915,Expressionism,69931.jpg,Portrait of Picasso
Amedeo Modigliani,Italian,1915,Expressionism,61649.jpg,Portrait of Beatrice Hastings
Amedeo Modigliani,Italian,1917,Expressionism,71380.jpg,Portrait of George Ortiz
Amedeo Modigliani,Italian,1919,Expressionism,19792.jpg,Jeanne Hebuterne in a Hat
Amedeo Modigliani,Italian,1917,Expressionism,85744.jpg,Portrait of Madame Zborowska
Amedeo Modigliani,Italian,1916,Expressionism,64900.jpg,Portrait of Beatrice Hastings
Amedeo Modigliani,Italian,1918,Expressionism,59281.jpg,Portrait of Madame Survage
Amedeo Modigliani,Italian,1919,Expressionism,15163.jpg,Portrait of Jeanne Hebuterne with her Left Arm Behind her Head
Amedeo Modigliani,Italian,1918,Expressionism,11543.jpg,Portrait of Jeanne Hebuterne
Amedeo Modigliani,Italian,0,Expressionism,99428.jpg,Stone Head
Amedeo Modigliani,Italian,1915,Expressionism,11537.jpg,Portrait of Henri Laurens
Amedeo Modigliani,Italian,1905,Expressionism,50879.jpg,Bearded Man
Amedeo Modigliani,Italian,1918,Expressionism,101516.jpg,Portrait of a Young Woman
Amedeo Modigliani,Italian,1918,Expressionism,120.jpg,Pierre Edouard Baranowski
Amedeo Modigliani,Italian,1919,Expressionism,9651.jpg,Girl with a polka-dot blouse
Amedeo Modigliani,Italian,1916,Expressionism,76239.jpg,Max Jacob
Amedeo Modigliani,Italian,1918,Expressionism,66212.jpg,Red-headed Girl in Evening Dress
Amedeo Modigliani,Italian,1909,Expressionism,71914.jpg,Study for The Cellist
Amedeo Modigliani,Italian,1917,Expressionism,91984.jpg,Seated nude
Amedeo Modigliani,Italian,1919,Expressionism,25846.jpg,Jeanne Hebuterne with white collar
Amedeo Modigliani,Italian,1913,Expressionism,74509.jpg,Study of a Head
Amedeo Modigliani,Italian,1913,Expressionism,43694.jpg,Caryatid
Amedeo Modigliani,Italian,1910,Expressionism,90691.jpg,Portrait of a Young Girl
Amedeo Modigliani,Italian,1915,Expressionism,65036.jpg,The Red Head
Amedeo Modigliani,Italian,1918,Expressionism,11434.jpg,The Servant Girl
Amedeo Modigliani,Italian,1915,Expressionism,33101.jpg,Portrait of Chaim Soutine
Amedeo Modigliani,Italian,1907,Expressionism,26493.jpg,Head of a Woman with a Hat
Amedeo Modigliani,Italian,1916,Expressionism,68345.jpg,A woman with white collar
Amedeo Modigliani,Italian,1917,Expressionism,1532.jpg,Portrait of a girl (Victoria)
Amedeo Modigliani,Italian,1907,Expressionism,77068.jpg,Portrait of a Woman
Amedeo Modigliani,Italian,1916,Expressionism,47633.jpg,Monsieur Lepoutre
Amedeo Modigliani,Italian,1917,Expressionism,78712.jpg,Oscar Miestchaninoff
Amedeo Modigliani,Italian,1916,Expressionism,19133.jpg,A young girl 
Amedeo Modigliani,Italian,1919,Expressionism,1815.jpg,Portrait of Jeanne Hebuterne 
Amedeo Modigliani,Italian,1909,Expressionism,71622.jpg,Woman in yellow jacket (Amazon)
Amedeo Modigliani,Italian,1918,Expressionism,6066.jpg,Seated Boy with Cap
Amedeo Modigliani,Italian,1909,Expressionism,91796.jpg,A suffering nude
Amedeo Modigliani,Italian,1917,Expressionism,49015.jpg,Woman With a Necklace
Amedeo Modigliani,Italian,1917,Expressionism,28556.jpg,Reclining nude with Blue Cushion
Amedeo Modigliani,Italian,1916,Expressionism,98190.jpg,Portrait of Paul Guillaume
Amedeo Modigliani,Italian,1918,Expressionism,86114.jpg,The Artist's Wife
Amedeo Modigliani,Italian,1918,Expressionism,81681.jpg,Seated Jeanne Hebuterne
Amedeo Modigliani,Italian,1917,Expressionism,94292.jpg,Reclining nude with Left Arm Resting on Forehead
Amedeo Modigliani,Italian,1918,Expressionism,36781.jpg,Two girls
Amedeo Modigliani,Italian,1918,Expressionism,97892.jpg,Standing nude (Elvira)
Amedeo Modigliani,Italian,1917,Expressionism,33676.jpg,Portrait of Chaim Soutine
Amedeo Modigliani,Italian,1917,Expressionism,33617.jpg,A girl in yellow dress
Amedeo Modigliani,Italian,1916,Expressionism,84857.jpg,Female nude
Amedeo Modigliani,Italian,1918,Expressionism,14439.jpg,A young girl
Amedeo Modigliani,Italian,1917,Expressionism,24246.jpg,Le grand Nu (The great nude)
Amedeo Modigliani,Italian,1917,Expressionism,1312.jpg,Woman with red hair
Amedeo Modigliani,Italian,1919,Expressionism,20932.jpg,Portrait of Paulette Jourdain
Amedeo Modigliani,Italian,1918,Expressionism,13773.jpg,Elvira with a white collar
Amedeo Modigliani,Italian,1917,Expressionism,38346.jpg,Nude with Necklace
Amedeo Modigliani,Italian,1917,Expressionism,61611.jpg,Nude Looking over Her Right Shoulder
Amedeo Modigliani,Italian,1913,Expressionism,91820.jpg,Nude Caryatid 
Amedeo Modigliani,Italian,1908,Expressionism,72350.jpg,Female nude with Hat
Amedeo Modigliani,Italian,1919,Expressionism,69536.jpg,Cypress Trees and House
Amedeo Modigliani,Italian,1917,Expressionism,67626.jpg,Lying nude
Amedeo Modigliani,Italian,1911,Expressionism,4668.jpg,Anna Akhmatova
Amedeo Modigliani,Italian,1916,Expressionism,49979.jpg,Monsier Deleu
Amedeo Modigliani,Italian,1912,Expressionism,60861.jpg,Caryatid
Amedeo Modigliani,Italian,1916,Expressionism,55710.jpg,Seated Algerian Almaiisa
Amedeo Modigliani,Italian,1915,Expressionism,37331.jpg,Portrait of Beatrice Hastings before a door
Amedeo Modigliani,Italian,0,Expressionism,66903.jpg,A woman with velvet ribbon
Amedeo Modigliani,Italian,1915,Expressionism,26953.jpg,The Pretty Housewife 
Amedeo Modigliani,Italian,1919,Expressionism,5376.jpg,Portrait of Leopold Zborowski
Amedeo Modigliani,Italian,1911,Expressionism,88993.jpg,Caryatid
Amedeo Modigliani,Italian,0,Expressionism,53776.jpg,Head of a Woman
Amedeo Modigliani,Italian,1919,Expressionism,12421.jpg,Lunia Czechovska
Amedeo Modigliani,Italian,1913,Expressionism,102791.jpg,Caryatid
Amedeo Modigliani,Italian,1917,Expressionism,71867.jpg,Seated nude with Necklace
Amedeo Modigliani,Italian,1917,Expressionism,82715.jpg,The Mistress
Amedeo Modigliani,Italian,1919,Expressionism,62904.jpg,Portrait of Marevna
Amedeo Modigliani,Italian,0,Expressionism,74183.jpg,Woman with earrings
Amedeo Modigliani,Italian,1917,Expressionism,92652.jpg,Portrait of Madame Kisling
Amedeo Modigliani,Italian,1917,Expressionism,3677.jpg,Reclining nude
Amedeo Modigliani,Italian,1918,Expressionism,70195.jpg,Young brunette girl sitting
Amedeo Modigliani,Italian,1917,Expressionism,17255.jpg,Adrienne (Woman with Bangs)
Amedeo Modigliani,Italian,1918,Expressionism,96614.jpg,Jeanne Hebuterne
